[09/Aug/2026:03:11:07 +0000] - 502 502 - GET http ai.know.mn "/" [Client 172.18.0.1] [Length 556] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "-"
[09/Aug/2026:03:15:48 +0000] - 200 200 - GET http ai.know.mn "/api/usage" [Client 172.18.0.1] [Length 31] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:48 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/nodes/25.CwHHhPoW.js" [Client 172.18.0.1] [Length 12507] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:49 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/nodes/29.C_KGvFHa.js" [Client 172.18.0.1] [Length 7216] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:49 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/chunks/DnOIg1xj.js" [Client 172.18.0.1] [Length 1029] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:49 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/nodes/6.CmZwWohm.js" [Client 172.18.0.1] [Length 650] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:49 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/chunks/B2iqPHo7.js" [Client 172.18.0.1] [Length 2073] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:50 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/chunks/BSZK6ilL.js" [Client 172.18.0.1] [Length 643] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:50 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/chunks/DPp1-4P4.js" [Client 172.18.0.1] [Length 7591] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:50 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/nodes/4.BNWxUOvm.js" [Client 172.18.0.1] [Length 1837] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:50 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/chunks/AdHCW-8C.js" [Client 172.18.0.1] [Length 3747] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:50 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/nodes/22.rRTpGddC.js" [Client 172.18.0.1] [Length 7095] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:50 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/nodes/3.BXoQLNVR.js" [Client 172.18.0.1] [Length 1894] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:50 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/nodes/10.CBVFtlQo.js" [Client 172.18.0.1] [Length 341] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:53 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/nodes/20.DukxPfpI.js" [Client 172.18.0.1] [Length 361] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin"
[09/Aug/2026:03:15:53 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/assets/21.CCuefw5x.css" [Client 172.18.0.1] [Length 257] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users"
[09/Aug/2026:03:15:53 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/nodes/21.CstryqLu.js" [Client 172.18.0.1] [Length 30191] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users"
[09/Aug/2026:03:15:53 +0000] - 200 200 - GET http ai.know.mn "/api/v1/groups/?" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:15:53 +0000] - 200 200 - GET http ai.know.mn "/api/v1/users/?page=1&order_by=created_at&direction=asc" [Client 172.18.0.1] [Length 320] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:15:53 +0000] - 200 200 - GET http ai.know.mn "/api/v1/users/?page=1&order_by=created_at&direction=asc" [Client 172.18.0.1] [Length 320] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:15:56 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:15:57 +0000] - 200 200 - GET http ai.know.mn "/api/models?" [Client 172.18.0.1] [Length 11] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:03:15:57 +0000] - 200 200 - GET http ai.know.mn "/api/usage" [Client 172.18.0.1] [Length 31] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:15:58 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/nodes/7.Cu66Se9X.js" [Client 172.18.0.1] [Length 1520] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:15:58 +0000] - 200 200 - GET http ai.know.mn "/_app/immutable/nodes/32.CGxVUgXn.js" [Client 172.18.0.1] [Length 5501] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:16:12 +0000] - 200 200 - GET http ai.know.mn "/api/v1/memories/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:16:22 +0000] - 200 200 - GET http ai.know.mn "/api/v1/configs/models" [Client 172.18.0.1] [Length 128] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:16:22 +0000] - 200 200 - GET http ai.know.mn "/ollama/config" [Client 172.18.0.1] [Length 93] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:16:22 +0000] - 200 200 - GET http ai.know.mn "/api/v1/models/base/tags" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:16:22 +0000] - 200 200 - GET http ai.know.mn "/api/v1/models/base?" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:16:23 +0000] - 200 200 - GET http ai.know.mn "/api/models/base?" [Client 172.18.0.1] [Length 11] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:16:23 +0000] - 200 200 - GET http ai.know.mn "/api/models?" [Client 172.18.0.1] [Length 11] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:16:23 +0000] - 200 200 - GET http ai.know.mn "/api/v1/configs/models" [Client 172.18.0.1] [Length 128] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:16:28 +0000] - 200 200 - GET http ai.know.mn "/ollama/api/tags/0" [Client 172.18.0.1] [Length 13] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:16:46 +0000] - 200 200 - POST http ai.know.mn "/ollama/api/pull/0" [Client 172.18.0.1] [Length 100] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:16:56 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:17:26 +0000] - 200 200 - POST http ai.know.mn "/ollama/api/pull/0" [Client 172.18.0.1] [Length 100] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:17:39 +0000] - 200 200 - GET http ai.know.mn "/api/usage" [Client 172.18.0.1] [Length 31] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:17:50 +0000] - 200 200 - GET http ai.know.mn "/ollama/config" [Client 172.18.0.1] [Length 93] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:17:50 +0000] - 200 200 - GET http ai.know.mn "/api/v1/configs/models" [Client 172.18.0.1] [Length 128] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:17:50 +0000] - 200 200 - GET http ai.know.mn "/api/v1/models/base/tags" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:17:50 +0000] - 200 200 - GET http ai.know.mn "/api/v1/models/base?" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:17:56 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:01 +0000] - 200 200 - GET http ai.know.mn "/api/models/base?" [Client 172.18.0.1] [Length 11] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:01 +0000] - 200 200 - GET http ai.know.mn "/api/v1/configs/models" [Client 172.18.0.1] [Length 128] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:01 +0000] - 200 200 - GET http ai.know.mn "/api/models?" [Client 172.18.0.1] [Length 11] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:36 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/pinned" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:36 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/all/tags" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:36 +0000] - 200 200 - GET http ai.know.mn "/api/v1/notes/pinned" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:36 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:36 +0000] - 304 304 - GET http ai.know.mn "/static/favicon.png" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:36 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/?page=1" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:36 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:36 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:36 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:36 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:36 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:38 +0000] - 200 200 - GET http ai.know.mn "/api/usage" [Client 172.18.0.1] [Length 31] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:18:57 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:19:58 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:20:59 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:22:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:23:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:24:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:25:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:26:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:27:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:28:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:29:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:30:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:31:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:32:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:33:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:34:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:35:42 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:36:31 +0000] - 200 200 - GET http ai.know.mn "/api/version" [Client 172.18.0.1] [Length 39] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:36:31 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/?page=1" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:36:31 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/pinned" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:36:31 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
[09/Aug/2026:03:36:31 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/admin/users/overview"
